Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points per Adult,Tax per Adult (AUD),Flight Duration(s),Transition Time,Aircraft Details,TimeStamp
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 08:15:00, 2023-10-06 15:25:00","2023-10-06 09:50:00, 2023-10-06 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 34m, 09h 20m","05h 34m, 00h 00m","JQ507(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 08:30:00, 2023-10-06 15:25:00","2023-10-06 10:05:00, 2023-10-06 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","05h 19m, 00h 00m","QF423(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 08:30:00, 2023-10-06 15:25:00","2023-10-06 10:05:00, 2023-10-06 21:45:00",ACEPRM,"U, T",77400,$297.98,"01h 34m, 09h 20m","05h 19m, 00h 00m","QF423(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 08:45:00, 2023-10-06 15:25:00","2023-10-06 10:20:00, 2023-10-06 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","05h 04m, 00h 00m","QF425(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 08:45:00, 2023-10-06 15:25:00","2023-10-06 10:20:00, 2023-10-06 21:45:00",ACEPRM,"U, T",77400,$297.98,"01h 34m, 09h 20m","05h 04m, 00h 00m","QF425(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 09:00:00, 2023-10-06 15:25:00","2023-10-06 10:35:00, 2023-10-06 21:45:00",ACEPRM,"U, T",77400,$297.98,"01h 34m, 09h 20m","04h 49m, 00h 00m","QF427(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 09:00:00, 2023-10-06 15:25:00","2023-10-06 10:35:00, 2023-10-06 21:45:00",ACEECO,"X, X",38200,$297.98,"01h 34m, 09h 20m","04h 49m, 00h 00m","QF427(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 09:30:00, 2023-10-06 15:25:00","2023-10-06 11:05:00, 2023-10-06 21:45:00",ACEPRM,"U, T",77400,$297.98,"01h 34m, 09h 20m","04h 19m, 00h 00m","QF431(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 09:30:00, 2023-10-06 15:25:00","2023-10-06 11:05:00, 2023-10-06 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","04h 19m, 00h 00m","QF431(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 09:45:00, 2023-10-06 15:25:00","2023-10-06 11:20:00, 2023-10-06 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 34m, 09h 20m","04h 04m, 00h 00m","JQ509(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 09:45:00, 2023-10-06 15:25:00","2023-10-06 11:20:00, 2023-10-06 21:45:00",ACEPRM,"X, T",77400,$280.42,"01h 34m, 09h 20m","04h 04m, 00h 00m","JQ509(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,Direct flight,2023-10-06 10:10:00,2023-10-06 16:55:00,ACEECO,X,25200,$137.16,09h 45m,00h 00m,QF127(Qantas Airways),2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 10:55:00, 2023-10-06 15:25:00","2023-10-06 12:30:00, 2023-10-06 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 34m, 09h 20m","02h 54m, 00h 00m","JQ511(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 10:55:00, 2023-10-06 15:25:00","2023-10-06 12:30:00, 2023-10-06 21:45:00",ACEPRM,"X, T",77400,$280.42,"01h 34m, 09h 20m","02h 54m, 00h 00m","JQ511(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,Direct flight,2023-10-06 15:15:00,2023-10-06 21:30:00,ACEECO,X,30200,$271.48,09h 15m,00h 00m,CX100(Cathay Pacific),2023-05-26 15:26:13
SYD,HKG,"SYD-SIN, SIN-HKG","2023-10-06 15:50:00, 2023-10-07 01:45:00","2023-10-06 21:05:00, 2023-10-07 05:50:00",ACEECO,"X, T",64700,$285.02,"08h 15m, 04h 04m","04h 40m, 00h 00m","BA16(British Airways), CX714(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 17:00:00, 2023-10-07 00:50:00","2023-10-06 18:35:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","06h 15m, 00h 00m","QF471(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 17:15:00, 2023-10-07 00:50:00","2023-10-06 18:50:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","06h 00m, 00h 00m","QF473(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 17:30:00, 2023-10-07 00:50:00","2023-10-06 19:05:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 45m, 00h 00m","QF475(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 17:45:00, 2023-10-07 00:50:00","2023-10-06 19:20:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 30m, 00h 00m","QF477(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 18:00:00, 2023-10-07 00:50:00","2023-10-06 19:35:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 15m, 00h 00m","QF479(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 18:15:00, 2023-10-07 00:50:00","2023-10-06 19:50:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 00m, 00h 00m","QF481(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 18:30:00, 2023-10-07 00:50:00","2023-10-06 20:05:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 45m, 00h 00m","QF483(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 18:45:00, 2023-10-07 00:50:00","2023-10-06 20:20:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 30m, 00h 00m","QF485(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 19:00:00, 2023-10-07 00:50:00","2023-10-06 20:35:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 15m, 00h 00m","QF487(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 19:30:00, 2023-10-07 00:50:00","2023-10-06 21:05:00, 2023-10-07 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","03h 45m, 00h 00m","QF489(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 21:00:00, 2023-10-07 00:50:00","2023-10-06 22:35:00, 2023-10-07 06:55:00",ACEECO,"X, X",38200,$301.98,"01h 34m, 09h 05m","02h 15m, 00h 00m","QF497(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-06 22:00:00, 2023-10-07 00:50:00","2023-10-06 23:35:00, 2023-10-07 06:55:00",ACEECO,"X, X",38200,$301.98,"01h 34m, 09h 05m","01h 15m, 00h 00m","QF499(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:13
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 06:30:00, 2023-10-07 15:25:00","2023-10-07 08:10:00, 2023-10-07 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 40m, 09h 20m","07h 15m, 00h 00m","JQ503(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 06:40:00, 2023-10-07 15:25:00","2023-10-07 08:20:00, 2023-10-07 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 40m, 09h 20m","07h 04m, 00h 00m","JQ505(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 07:00:00, 2023-10-07 15:25:00","2023-10-07 08:35:00, 2023-10-07 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","06h 49m, 00h 00m","QF409(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 08:00:00, 2023-10-07 15:25:00","2023-10-07 09:35:00, 2023-10-07 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","05h 49m, 00h 00m","QF419(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 08:15:00, 2023-10-07 15:25:00","2023-10-07 09:50:00, 2023-10-07 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 34m, 09h 20m","05h 34m, 00h 00m","JQ507(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 09:00:00, 2023-10-07 15:25:00","2023-10-07 10:35:00, 2023-10-07 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","04h 49m, 00h 00m","QF427(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,Direct flight,2023-10-07 10:10:00,2023-10-07 16:55:00,ACEECO,X,25200,$137.16,09h 45m,00h 00m,QF127(Qantas Airways),2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 11:00:00, 2023-10-07 15:25:00","2023-10-07 12:35:00, 2023-10-07 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","02h 50m, 00h 00m","QF437(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 12:00:00, 2023-10-07 15:25:00","2023-10-07 13:35:00, 2023-10-07 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","01h 49m, 00h 00m","QF441(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 12:30:00, 2023-10-07 15:25:00","2023-10-07 14:05:00, 2023-10-07 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","01h 19m, 00h 00m","QF443(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-SIN, SIN-HKG","2023-10-07 15:50:00, 2023-10-08 01:45:00","2023-10-07 21:05:00, 2023-10-08 05:50:00",ACEECO,"X, T",64700,$285.02,"08h 15m, 04h 04m","04h 40m, 00h 00m","BA16(British Airways), CX714(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 16:00:00, 2023-10-08 00:50:00","2023-10-07 17:35:00, 2023-10-08 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","07h 15m, 00h 00m","QF463(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 17:00:00, 2023-10-08 00:50:00","2023-10-07 18:35:00, 2023-10-08 06:55:00",ACEECO,"X, X",36600,$293.1,"01h 34m, 09h 05m","06h 15m, 00h 00m","JQ523(Jetstar), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 17:00:00, 2023-10-08 00:50:00","2023-10-07 18:35:00, 2023-10-08 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","06h 15m, 00h 00m","QF471(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 17:35:00, 2023-10-08 00:50:00","2023-10-07 19:10:00, 2023-10-08 06:55:00",ACEECO,"X, X",36600,$293.1,"01h 34m, 09h 05m","05h 40m, 00h 00m","JQ525(Jetstar), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 18:00:00, 2023-10-08 00:50:00","2023-10-07 19:35:00, 2023-10-08 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 15m, 00h 00m","QF479(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 18:15:00, 2023-10-08 00:50:00","2023-10-07 19:50:00, 2023-10-08 06:55:00",ACEECO,"X, X",36600,$293.1,"01h 34m, 09h 05m","05h 00m, 00h 00m","JQ527(Jetstar), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 19:00:00, 2023-10-08 00:50:00","2023-10-07 20:35:00, 2023-10-08 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 15m, 00h 00m","QF487(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 19:30:00, 2023-10-08 00:50:00","2023-10-07 21:05:00, 2023-10-08 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","03h 45m, 00h 00m","QF489(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 19:45:00, 2023-10-08 00:50:00","2023-10-07 21:20:00, 2023-10-08 06:55:00",ACEECO,"X, X",36600,$293.1,"01h 34m, 09h 05m","03h 30m, 00h 00m","JQ531(Jetstar), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-07 22:00:00, 2023-10-08 00:50:00","2023-10-07 23:35:00, 2023-10-08 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","01h 15m, 00h 00m","QF499(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:18
SYD,HKG,Direct flight,2023-10-08 10:10:00,2023-10-08 16:55:00,ACEECO,X,25200,$137.16,09h 45m,00h 00m,QF127(Qantas Airways),2023-05-26 15:26:23
SYD,HKG,"SYD-SIN, SIN-HKG","2023-10-08 15:50:00, 2023-10-09 01:45:00","2023-10-08 21:05:00, 2023-10-09 05:50:00",ACEECO,"X, T",64700,$285.02,"08h 15m, 04h 04m","04h 40m, 00h 00m","BA16(British Airways), CX714(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 16:15:00, 2023-10-09 00:50:00","2023-10-08 17:50:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","07h 00m, 00h 00m","QF465(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 17:00:00, 2023-10-09 00:50:00","2023-10-08 18:35:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","06h 15m, 00h 00m","QF471(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 17:15:00, 2023-10-09 00:50:00","2023-10-08 18:50:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","06h 00m, 00h 00m","QF473(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 17:30:00, 2023-10-09 00:50:00","2023-10-08 19:05:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 45m, 00h 00m","QF475(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 17:45:00, 2023-10-09 00:50:00","2023-10-08 19:20:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 30m, 00h 00m","QF477(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 18:15:00, 2023-10-09 00:50:00","2023-10-08 19:50:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","05h 00m, 00h 00m","QF481(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 18:30:00, 2023-10-09 00:50:00","2023-10-08 20:05:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 45m, 00h 00m","QF483(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 18:45:00, 2023-10-09 00:50:00","2023-10-08 20:20:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 30m, 00h 00m","QF485(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 19:00:00, 2023-10-09 00:50:00","2023-10-08 20:35:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","04h 15m, 00h 00m","QF487(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 20:00:00, 2023-10-09 00:50:00","2023-10-08 21:35:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","03h 15m, 00h 00m","QF491(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-08 22:00:00, 2023-10-09 00:50:00","2023-10-08 23:35:00, 2023-10-09 06:55:00",ACEECO,"U, X",48600,$301.98,"01h 34m, 09h 05m","01h 15m, 00h 00m","QF499(Qantas Airways), CX178(Cathay Pacific)",2023-05-26 15:26:23
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 07:30:00, 2023-10-09 13:45:00","2023-10-09 09:05:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","04h 40m, 00h 00m","QF415(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 08:00:00, 2023-10-09 13:45:00","2023-10-09 09:35:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","04h 10m, 00h 00m","QF419(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 08:15:00, 2023-10-09 13:45:00","2023-10-09 09:50:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","03h 54m, 00h 00m","QF421(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 08:15:00, 2023-10-09 13:45:00","2023-10-09 09:50:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$149.35,"01h 34m, 09h 39m","03h 54m, 00h 00m","JQ507(Jetstar), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 08:30:00, 2023-10-09 13:45:00","2023-10-09 10:05:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","03h 39m, 00h 00m","QF423(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 08:45:00, 2023-10-09 13:45:00","2023-10-09 10:20:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","03h 24m, 00h 00m","QF425(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 09:00:00, 2023-10-09 13:45:00","2023-10-09 10:35:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","03h 09m, 00h 00m","QF427(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 09:45:00, 2023-10-09 13:45:00","2023-10-09 11:20:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$149.35,"01h 34m, 09h 39m","02h 24m, 00h 00m","JQ509(Jetstar), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 09:45:00, 2023-10-09 15:25:00","2023-10-09 11:20:00, 2023-10-09 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 34m, 09h 20m","04h 04m, 00h 00m","JQ509(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 10:00:00, 2023-10-09 13:45:00","2023-10-09 11:35:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","02h 09m, 00h 00m","QF433(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,Direct flight,2023-10-09 10:10:00,2023-10-09 16:55:00,ACEECO,X,25200,$137.16,09h 45m,00h 00m,QF127(Qantas Airways),2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 10:30:00, 2023-10-09 13:45:00","2023-10-09 12:05:00, 2023-10-09 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","01h 40m, 00h 00m","QF435(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 10:30:00, 2023-10-09 15:25:00","2023-10-09 12:05:00, 2023-10-09 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","03h 20m, 00h 00m","QF435(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 10:55:00, 2023-10-09 15:25:00","2023-10-09 12:30:00, 2023-10-09 21:45:00",ACEECO,"X, X",36600,$280.42,"01h 34m, 09h 20m","02h 54m, 00h 00m","JQ511(Jetstar), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 11:00:00, 2023-10-09 15:25:00","2023-10-09 12:35:00, 2023-10-09 21:45:00",ACEECO,"X, X",38200,$297.98,"01h 34m, 09h 20m","02h 50m, 00h 00m","QF437(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 11:10:00, 2023-10-09 15:25:00","2023-10-09 12:45:00, 2023-10-09 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","02h 39m, 00h 00m","QF429(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 11:30:00, 2023-10-09 15:25:00","2023-10-09 13:05:00, 2023-10-09 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","02h 20m, 00h 00m","QF439(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-09 12:00:00, 2023-10-09 15:25:00","2023-10-09 13:35:00, 2023-10-09 21:45:00",ACEECO,"U, X",48600,$297.98,"01h 34m, 09h 20m","01h 49m, 00h 00m","QF441(Qantas Airways), CX104(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-BNE, BNE-HKG","2023-10-09 19:35:00, 2023-10-10 00:55:00","2023-10-09 20:05:00, 2023-10-10 07:30:00",ACEECO,"U, X",48600,$317.07,"01h 30m, 08h 35m","04h 49m, 00h 00m","QF552(Qantas Airways), CX156(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-BNE, BNE-HKG","2023-10-09 20:25:00, 2023-10-10 00:55:00","2023-10-09 20:55:00, 2023-10-10 07:30:00",ACEECO,"X, X",36600,$306.85,"01h 30m, 08h 35m","04h 00m, 00h 00m","JQ824(Jetstar), CX156(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-BNE, BNE-HKG","2023-10-09 21:35:00, 2023-10-10 00:55:00","2023-10-09 22:05:00, 2023-10-10 07:30:00",ACEECO,"U, X",48600,$317.07,"01h 30m, 08h 35m","02h 50m, 00h 00m","QF554(Qantas Airways), CX156(Cathay Pacific)",2023-05-26 15:26:28
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-10 07:30:00, 2023-10-10 13:45:00","2023-10-10 09:05:00, 2023-10-10 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","04h 40m, 00h 00m","QF415(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:33
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-10 08:00:00, 2023-10-10 13:45:00","2023-10-10 09:35:00, 2023-10-10 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","04h 10m, 00h 00m","QF419(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:33
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-10 08:15:00, 2023-10-10 13:45:00","2023-10-10 09:50:00, 2023-10-10 20:25:00",ACEECO,"X, X",31500,$166.91,"01h 34m, 09h 39m","03h 54m, 00h 00m","QF421(Qantas Airways), QF29(Qantas Airways)",2023-05-26 15:26:33
SYD,HKG,"SYD-MEL, MEL-HKG","2023-10-10 08:15:00, 2023-10-10 13:45:00","2023-10-10 09:50:00, 2023-10-10 20:25:00",ACEECO,"X, X",31500,$149.35,"01h 34m, 09h 39m","03h 54m, 00h 00m","JQ507(Jetstar), QF29(Qantas Airways)",2023-05-26 15:26:33
