Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points Per Adult,Tax Per Adult,Flight Duration(s),StopOvers,Transition Time,Aircraft Details,Equipment,Remaining Seats,Designated Class,Source,TimeStamp
SYD,JFK,"SYD-SIN, SIN-JFK","2024-01-16 09:05:00, 2024-01-16 23:55:00","2024-01-16 14:15:00, 2024-01-17 11:15:00","PremiumEconomy, PremiumEconomy","P, P",112500,$425.69,"08h 10m, 24h 20m",2,09h 40m,"SQ212(Singapore Airlines), SQ26(Singapore Airlines)","Boeing 777-300ER, Boeing 777-300ER",3,PremiumEconomy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-SIN, SIN-JFK","2024-01-16 12:15:00, 2024-01-16 23:55:00","2024-01-16 17:35:00, 2024-01-17 11:15:00","PremiumEconomy, PremiumEconomy","P, P",112500,$425.69,"08h 20m, 24h 20m",2,06h 20m,"SQ232(Singapore Airlines), SQ26(Singapore Airlines)","Airbus A380-800, Boeing 777-300ER",3,PremiumEconomy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-MEL, MEL-DOH, DOH-JFK","2024-01-16 12:30:00, 2024-01-16 17:10:00, 2024-01-17 01:25:00","2024-01-16 14:05:00, 2024-01-16 23:35:00, 2024-01-17 08:15:00","Economy, Economy, Economy","X, X, X",82800,$397.82,"01h 35m, 14h 25m, 14h 50m",2,"03h 05m, 01h 50m","VA840(Virgin Australia), QR989(Qatar), QR703(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 777-300ER",4,Economy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-MEL, MEL-DOH, DOH-JFK","2024-01-16 13:00:00, 2024-01-16 17:10:00, 2024-01-17 01:25:00","2024-01-16 14:35:00, 2024-01-16 23:35:00, 2024-01-17 08:15:00","Economy, Economy, Economy","X, X, X",82800,$397.82,"01h 35m, 14h 25m, 14h 50m",2,"02h 35m, 01h 50m","VA842(Virgin Australia), QR989(Qatar), QR703(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 777-300ER",4,Economy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-MEL, MEL-DOH, DOH-JFK","2024-01-16 14:00:00, 2024-01-16 17:10:00, 2024-01-17 01:25:00","2024-01-16 15:35:00, 2024-01-16 23:35:00, 2024-01-17 08:15:00","Economy, Economy, Economy","X, X, X",82800,$397.82,"01h 35m, 14h 25m, 14h 50m",2,"01h 35m, 01h 50m","VA846(Virgin Australia), QR989(Qatar), QR703(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 777-300ER",4,Economy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-SIN, SIN-JFK","2024-01-16 16:10:00, 2024-01-17 12:35:00","2024-01-16 21:20:00, 2024-01-17 17:25:00","PremiumEconomy, PremiumEconomy","P, P",112500,$385.99,"08h 10m, 17h 50m",1,15h 15m,"SQ222(Singapore Airlines), SQ24(Singapore Airlines)","Airbus A380-800, Airbus A350-900",5,PremiumEconomy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-SIN, SIN-JFK","2024-01-16 16:10:00, 2024-01-16 23:55:00","2024-01-16 21:20:00, 2024-01-17 11:15:00","PremiumEconomy, PremiumEconomy","P, P",112500,$425.69,"08h 10m, 24h 20m",2,02h 35m,"SQ222(Singapore Airlines), SQ26(Singapore Airlines)","Airbus A380-800, Boeing 777-300ER",3,PremiumEconomy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-MEL, MEL-DOH, DOH-JFK","2024-01-16 19:00:00, 2024-01-16 22:30:00, 2024-01-17 15:10:00","2024-01-16 20:35:00, 2024-01-17 04:55:00, 2024-01-17 22:00:00","Economy, Economy, Economy","X, X, X",82800,$397.82,"01h 35m, 14h 25m, 14h 50m",2,"01h 55m, 10h 15m","VA882(Virgin Australia), QR905(Qatar), QR705(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 777-200LR",2,Economy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-SIN, SIN-JFK","2024-01-16 19:10:00, 2024-01-17 12:35:00","2024-01-17 00:20:00, 2024-01-17 17:25:00","PremiumEconomy, PremiumEconomy","P, P",112500,$385.99,"08h 10m, 17h 50m",1,12h 15m,"SQ242(Singapore Airlines), SQ24(Singapore Airlines)","Airbus A350-900, Airbus A350-900",9,PremiumEconomy,VA,2023-08-16 23:23:03
SYD,JFK,"SYD-AUH, AUH-JFK","2024-01-16 21:25:00, 2024-01-17 09:55:00","2024-01-17 04:55:00, 2024-01-17 15:40:00","Economy, Economy","N, N",75000,$328.69,"14h 30m, 14h 45m",1,05h 00m,"EY455(Etihad Airways), EY101(Etihad Airways)","Boeing 777-300ER, Boeing 787-9",8,Economy,VA,2023-08-16 23:23:03
