Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points Per Adult,Tax Per Adult,Flight Duration(s),StopOvers,Transition Time,Aircraft Details,Equipment,Remaining Seats,Designated Class,Source,TimeStamp
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-01 17:30:00, 2024-03-01 21:40:00, 2024-03-02 14:40:00","2024-03-01 19:05:00, 2024-03-02 04:40:00, 2024-03-02 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"02h 35m, 10h 00m","VA870(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-01 18:00:00, 2024-03-01 21:40:00, 2024-03-02 14:40:00","2024-03-01 19:35:00, 2024-03-02 04:40:00, 2024-03-02 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"02h 05m, 10h 00m","VA874(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-01 19:15:00, 2024-03-01 22:30:00, 2024-03-02 15:35:00","2024-03-01 20:50:00, 2024-03-02 04:55:00, 2024-03-02 19:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 40m, 10h 40m","VA884(Virgin Australia), QR905(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-01 19:30:00, 2024-03-01 22:10:00, 2024-03-02 08:35:00","2024-03-01 20:00:00, 2024-03-02 05:45:00, 2024-03-02 12:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"02h 10m, 02h 50m","VA985(Virgin Australia), QR899(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-01 20:00:00, 2024-03-01 22:10:00, 2024-03-02 15:35:00","2024-03-01 20:30:00, 2024-03-02 05:45:00, 2024-03-02 19:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"01h 40m, 09h 50m","VA989(Virgin Australia), QR899(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-01 20:00:00, 2024-03-01 22:10:00, 2024-03-02 08:35:00","2024-03-01 20:30:00, 2024-03-02 05:45:00, 2024-03-02 12:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"01h 40m, 02h 50m","VA989(Virgin Australia), QR899(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-02 10:00:00, 2024-03-02 16:10:00, 2024-03-03 02:25:00","2024-03-02 11:35:00, 2024-03-02 23:30:00, 2024-03-03 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"04h 35m, 02h 55m","VA830(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-02 11:00:00, 2024-03-02 16:10:00, 2024-03-03 02:25:00","2024-03-02 12:35:00, 2024-03-02 23:30:00, 2024-03-03 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"03h 35m, 02h 55m","VA834(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-02 12:00:00, 2024-03-02 16:10:00, 2024-03-03 02:25:00","2024-03-02 13:35:00, 2024-03-02 23:30:00, 2024-03-03 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"02h 35m, 02h 55m","VA838(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-02 12:00:00, 2024-03-02 17:10:00, 2024-03-03 02:30:00","2024-03-02 13:35:00, 2024-03-02 23:35:00, 2024-03-03 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"03h 35m, 02h 55m","VA838(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-02 13:00:00, 2024-03-02 17:10:00, 2024-03-03 02:30:00","2024-03-02 14:35:00, 2024-03-02 23:35:00, 2024-03-03 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"02h 35m, 02h 55m","VA842(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-02 14:00:00, 2024-03-02 17:10:00, 2024-03-03 02:30:00","2024-03-02 15:35:00, 2024-03-02 23:35:00, 2024-03-03 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 35m, 02h 55m","VA846(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-SIN, SIN-FCO","2024-03-02 16:10:00, 2024-03-03 02:05:00","2024-03-02 21:20:00, 2024-03-03 08:10:00","Economy, Economy","O, O",221700,$142.79,"08h 10m, 13h 05m",1,04h 45m,"SQ222(Singapore Airlines), SQ366(Singapore Airlines)","Airbus A380-800, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-SIN, SIN-FCO","2024-03-02 16:10:00, 2024-03-03 02:05:00","2024-03-02 21:20:00, 2024-03-03 08:10:00","PremiumEconomy, PremiumEconomy","P, P",112500,$356.89,"08h 10m, 13h 05m",1,04h 45m,"SQ222(Singapore Airlines), SQ366(Singapore Airlines)","Airbus A380-800, Airbus A350-900",3,PremiumEconomy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-PER, PER-DOH, DOH-FCO","2024-03-02 18:15:00, 2024-03-02 22:45:00, 2024-03-03 15:35:00","2024-03-02 20:20:00, 2024-03-03 05:15:00, 2024-03-03 19:50:00","Economy, Economy, Economy","X, X, X",73800,$330.53,"05h 05m, 11h 30m, 06h 15m",2,"02h 25m, 10h 20m","VA567(Virgin Australia), QR901(Qatar), QR113(Qatar)","Boeing 737-800, Airbus A380-800, Airbus A350-900",3,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-02 19:00:00, 2024-03-02 22:10:00, 2024-03-03 15:35:00","2024-03-02 19:30:00, 2024-03-03 05:45:00, 2024-03-03 19:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"02h 40m, 09h 50m","VA981(Virgin Australia), QR899(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-SIN, SIN-FCO","2024-03-02 19:10:00, 2024-03-03 02:05:00","2024-03-03 00:20:00, 2024-03-03 08:10:00","Economy, Economy","O, O",221700,$142.79,"08h 10m, 13h 05m",1,01h 45m,"SQ242(Singapore Airlines), SQ366(Singapore Airlines)","Airbus A350-900, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-SIN, SIN-FCO","2024-03-02 19:10:00, 2024-03-03 02:05:00","2024-03-03 00:20:00, 2024-03-03 08:10:00","PremiumEconomy, PremiumEconomy","P, P",112500,$356.89,"08h 10m, 13h 05m",1,01h 45m,"SQ242(Singapore Airlines), SQ366(Singapore Airlines)","Airbus A350-900, Airbus A350-900",3,PremiumEconomy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-03 14:00:00, 2024-03-03 17:10:00, 2024-03-04 02:30:00","2024-03-03 15:35:00, 2024-03-03 23:35:00, 2024-03-04 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 35m, 02h 55m","VA846(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-AUH, AUH-FCO","2024-03-03 15:55:00, 2024-03-04 02:25:00","2024-03-03 23:25:00, 2024-03-04 05:45:00","Economy, Economy","N, N",75000,$284.89,"14h 30m, 06h 20m",1,03h 00m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-03 17:00:00, 2024-03-03 21:40:00, 2024-03-04 14:40:00","2024-03-03 18:35:00, 2024-03-04 04:40:00, 2024-03-04 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"03h 05m, 10h 00m","VA866(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-03 17:30:00, 2024-03-03 21:40:00, 2024-03-04 14:40:00","2024-03-03 19:05:00, 2024-03-04 04:40:00, 2024-03-04 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"02h 35m, 10h 00m","VA870(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-03 18:00:00, 2024-03-03 21:40:00, 2024-03-04 14:40:00","2024-03-03 19:35:00, 2024-03-04 04:40:00, 2024-03-04 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"02h 05m, 10h 00m","VA874(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-03 19:15:00, 2024-03-03 22:30:00, 2024-03-04 15:35:00","2024-03-03 20:50:00, 2024-03-04 04:55:00, 2024-03-04 19:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 40m, 10h 40m","VA884(Virgin Australia), QR905(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-03 19:30:00, 2024-03-03 22:10:00, 2024-03-04 08:35:00","2024-03-03 20:00:00, 2024-03-04 05:45:00, 2024-03-04 12:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"02h 10m, 02h 50m","VA985(Virgin Australia), QR899(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-03 20:00:00, 2024-03-03 22:10:00, 2024-03-04 08:35:00","2024-03-03 20:30:00, 2024-03-04 05:45:00, 2024-03-04 12:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"01h 40m, 02h 50m","VA989(Virgin Australia), QR899(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-03 20:00:00, 2024-03-03 22:10:00, 2024-03-04 15:35:00","2024-03-03 20:30:00, 2024-03-04 05:45:00, 2024-03-04 19:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"01h 40m, 09h 50m","VA989(Virgin Australia), QR899(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-04 10:30:00, 2024-03-04 16:10:00, 2024-03-05 02:25:00","2024-03-04 12:05:00, 2024-03-04 23:30:00, 2024-03-05 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"04h 05m, 02h 55m","VA832(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-04 11:00:00, 2024-03-04 16:10:00, 2024-03-05 02:25:00","2024-03-04 12:35:00, 2024-03-04 23:30:00, 2024-03-05 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"03h 35m, 02h 55m","VA834(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-04 12:00:00, 2024-03-04 17:10:00, 2024-03-05 02:30:00","2024-03-04 13:35:00, 2024-03-04 23:35:00, 2024-03-05 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"03h 35m, 02h 55m","VA838(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-04 12:00:00, 2024-03-04 16:10:00, 2024-03-05 02:25:00","2024-03-04 13:35:00, 2024-03-04 23:30:00, 2024-03-05 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"02h 35m, 02h 55m","VA838(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-04 13:00:00, 2024-03-04 17:10:00, 2024-03-05 02:30:00","2024-03-04 14:35:00, 2024-03-04 23:35:00, 2024-03-05 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"02h 35m, 02h 55m","VA842(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-04 14:00:00, 2024-03-04 17:10:00, 2024-03-05 02:30:00","2024-03-04 15:35:00, 2024-03-04 23:35:00, 2024-03-05 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 35m, 02h 55m","VA846(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-04 19:00:00, 2024-03-04 22:10:00, 2024-03-05 15:35:00","2024-03-04 19:30:00, 2024-03-05 05:45:00, 2024-03-05 19:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"02h 40m, 09h 50m","VA981(Virgin Australia), QR899(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-04 19:00:00, 2024-03-04 22:30:00, 2024-03-05 08:35:00","2024-03-04 20:35:00, 2024-03-05 04:55:00, 2024-03-05 12:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 55m, 03h 40m","VA882(Virgin Australia), QR905(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-04 19:15:00, 2024-03-04 22:30:00, 2024-03-05 15:35:00","2024-03-04 20:50:00, 2024-03-05 04:55:00, 2024-03-05 19:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 40m, 10h 40m","VA884(Virgin Australia), QR905(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",3,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-04 19:15:00, 2024-03-04 22:30:00, 2024-03-05 08:35:00","2024-03-04 20:50:00, 2024-03-05 04:55:00, 2024-03-05 12:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 40m, 03h 40m","VA884(Virgin Australia), QR905(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-AUH, AUH-FCO","2024-03-04 21:25:00, 2024-03-05 14:40:00","2024-03-05 04:55:00, 2024-03-05 18:00:00","Business, Business","I, I",139000,$743.49,"14h 30m, 06h 20m",1,09h 45m,"EY455(Etihad Airways), EY83(Etihad Airways)","Boeing 777-300ER, Boeing 787-9",2,Business,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-AUH, AUH-FCO","2024-03-04 21:25:00, 2024-03-05 14:40:00","2024-03-05 04:55:00, 2024-03-05 18:00:00","Economy, Economy","N, N",75000,$284.89,"14h 30m, 06h 20m",1,09h 45m,"EY455(Etihad Airways), EY83(Etihad Airways)","Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-05 10:30:00, 2024-03-05 16:10:00, 2024-03-06 02:25:00","2024-03-05 12:05:00, 2024-03-05 23:30:00, 2024-03-06 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"04h 05m, 02h 55m","VA832(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-05 11:00:00, 2024-03-05 16:10:00, 2024-03-06 02:25:00","2024-03-05 12:35:00, 2024-03-05 23:30:00, 2024-03-06 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"03h 35m, 02h 55m","VA834(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-05 12:00:00, 2024-03-05 17:10:00, 2024-03-06 02:30:00","2024-03-05 13:35:00, 2024-03-05 23:35:00, 2024-03-06 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"03h 35m, 02h 55m","VA838(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-05 12:00:00, 2024-03-05 16:10:00, 2024-03-06 02:25:00","2024-03-05 13:35:00, 2024-03-05 23:30:00, 2024-03-06 05:45:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 20m, 06h 20m",2,"02h 35m, 02h 55m","VA838(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-05 13:00:00, 2024-03-05 17:10:00, 2024-03-06 02:30:00","2024-03-05 14:35:00, 2024-03-05 23:35:00, 2024-03-06 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"02h 35m, 02h 55m","VA842(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-05 14:00:00, 2024-03-05 17:10:00, 2024-03-06 02:30:00","2024-03-05 15:35:00, 2024-03-05 23:35:00, 2024-03-06 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 35m, 02h 55m","VA846(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-05 19:00:00, 2024-03-05 22:10:00, 2024-03-06 15:35:00","2024-03-05 19:30:00, 2024-03-06 05:45:00, 2024-03-06 19:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"02h 40m, 09h 50m","VA981(Virgin Australia), QR899(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",3,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-BNE, BNE-DOH, DOH-FCO","2024-03-05 19:00:00, 2024-03-05 22:10:00, 2024-03-06 08:35:00","2024-03-05 19:30:00, 2024-03-06 05:45:00, 2024-03-06 12:50:00","Economy, Economy, Economy","X, X, X",82800,$361.87,"01h 30m, 14h 35m, 06h 15m",2,"02h 40m, 02h 50m","VA981(Virgin Australia), QR899(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-05 19:00:00, 2024-03-05 22:30:00, 2024-03-06 15:35:00","2024-03-05 20:35:00, 2024-03-06 04:55:00, 2024-03-06 19:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 55m, 10h 40m","VA882(Virgin Australia), QR905(Qatar), QR113(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-05 19:00:00, 2024-03-05 22:30:00, 2024-03-06 08:35:00","2024-03-05 20:35:00, 2024-03-06 04:55:00, 2024-03-06 12:50:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"01h 55m, 03h 40m","VA882(Virgin Australia), QR905(Qatar), QR131(Qatar)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-DOH, DOH-FCO","2024-03-05 22:00:00, 2024-03-06 15:35:00","2024-03-06 04:50:00, 2024-03-06 19:50:00","Economy, Economy","X, X",75000,$323.59,"14h 50m, 06h 15m",1,10h 45m,"QR909(Qatar), QR113(Qatar)","Airbus A380-800, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-DOH, DOH-FCO","2024-03-05 22:00:00, 2024-03-06 08:35:00","2024-03-06 04:50:00, 2024-03-06 12:50:00","Economy, Economy","X, X",75000,$323.59,"14h 50m, 06h 15m",1,03h 45m,"QR909(Qatar), QR131(Qatar)","Airbus A380-800, Boeing 787-9",2,Economy,VA,2023-08-11 22:46:21
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2024-03-06 12:00:00, 2024-03-06 17:10:00, 2024-03-07 02:30:00","2024-03-06 13:35:00, 2024-03-06 23:35:00, 2024-03-07 06:45:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 25m, 06h 15m",2,"03h 35m, 02h 55m","VA838(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-AUH, AUH-FCO","2024-03-06 15:55:00, 2024-03-07 02:25:00","2024-03-06 23:25:00, 2024-03-07 05:45:00","Economy, Economy","N, N",75000,$284.89,"14h 30m, 06h 20m",1,03h 00m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",3,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-06 17:00:00, 2024-03-06 21:40:00, 2024-03-07 14:40:00","2024-03-06 18:35:00, 2024-03-07 04:40:00, 2024-03-07 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"03h 05m, 10h 00m","VA866(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:22
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2024-03-06 17:30:00, 2024-03-06 21:40:00, 2024-03-07 14:40:00","2024-03-06 19:05:00, 2024-03-07 04:40:00, 2024-03-07 18:00:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 14h 00m, 06h 20m",2,"02h 35m, 10h 00m","VA870(Virgin Australia), EY461(Etihad Airways), EY83(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 787-9",4,Economy,VA,2023-08-11 22:46:22
