Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points Per Adult,Tax Per Adult,Flight Duration(s),StopOvers,Transition Time,Aircraft Details,Equipment,Remaining Seats,Designated Class,Source,TimeStamp
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-12 10:25:00, 2023-08-12 16:30:00","2023-08-12 07:00:00, 2023-08-13 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",3,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-PER, PER-DOH, DOH-FCO","2023-08-12 18:15:00, 2023-08-12 23:00:00, 2023-08-13 15:45:00","2023-08-12 21:30:00, 2023-08-13 05:15:00, 2023-08-13 20:50:00","Economy, Economy, Economy","X, X, X",73800,$330.53,"05h 15m, 11h 15m, 06h 05m",2,"01h 30m, 10h 30m","VA567(Virgin Australia), QR901(Qatar), QR113(Qatar)","Boeing 737-800, Airbus A380-800, Airbus A350-1000",6,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-PER, PER-DOH, DOH-FCO","2023-08-12 18:15:00, 2023-08-12 23:00:00, 2023-08-13 08:55:00","2023-08-12 21:30:00, 2023-08-13 05:15:00, 2023-08-13 14:05:00","Economy, Economy, Economy","X, X, X",73800,$330.53,"05h 15m, 11h 15m, 06h 10m",2,"01h 30m, 03h 40m","VA567(Virgin Australia), QR901(Qatar), QR131(Qatar)","Boeing 737-800, Airbus A380-800, Airbus A350-900",7,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-DOH, DOH-FCO","2023-08-12 21:00:00, 2023-08-13 08:55:00","2023-08-13 04:55:00, 2023-08-13 14:05:00","Economy, Economy","X, X",75000,$323.59,"14h 55m, 06h 10m",1,04h 00m,"QR909(Qatar), QR131(Qatar)","Airbus A380-800, Airbus A350-900",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-DOH, DOH-FCO","2023-08-12 21:00:00, 2023-08-13 15:45:00","2023-08-13 04:55:00, 2023-08-13 20:50:00","Economy, Economy","X, X",75000,$323.59,"14h 55m, 06h 05m",1,10h 50m,"QR909(Qatar), QR113(Qatar)","Airbus A380-800, Airbus A350-1000",6,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-13 07:00:00, 2023-08-13 10:55:00, 2023-08-13 16:30:00","2023-08-13 08:35:00, 2023-08-13 08:30:00, 2023-08-14 13:20:00","Economy, Economy, Economy","X, X, X",59800,$154.36,"01h 35m, 14h 35m, 11h 50m",2,"02h 20m, 08h 00m","VA808(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-13 10:25:00, 2023-08-13 16:30:00","2023-08-13 07:00:00, 2023-08-14 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",4,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-15 10:25:00, 2023-08-15 16:30:00","2023-08-15 07:00:00, 2023-08-16 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-15 19:00:00, 2023-08-16 10:55:00, 2023-08-16 16:30:00","2023-08-15 20:35:00, 2023-08-16 08:30:00, 2023-08-17 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"14h 20m, 08h 00m","VA882(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-15 19:30:00, 2023-08-16 10:55:00, 2023-08-16 16:30:00","2023-08-15 21:05:00, 2023-08-16 08:30:00, 2023-08-17 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 50m, 08h 00m","VA886(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-15 19:30:00, 2023-08-16 09:30:00, 2023-08-16 08:40:00, 2023-08-16 15:50:00","2023-08-15 21:05:00, 2023-08-16 06:45:00, 2023-08-16 14:54:00, 2023-08-17 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$158.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"12h 25m, 01h 55m, 00h 56m","VA886(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",3,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-15 20:00:00, 2023-08-16 09:30:00, 2023-08-16 08:40:00, 2023-08-16 15:50:00","2023-08-15 21:35:00, 2023-08-16 06:45:00, 2023-08-16 14:54:00, 2023-08-17 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$158.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"11h 55m, 01h 55m, 00h 56m","VA888(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",3,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-16 06:00:00, 2023-08-16 09:30:00, 2023-08-16 08:40:00, 2023-08-16 15:50:00","2023-08-16 07:35:00, 2023-08-16 06:45:00, 2023-08-16 14:54:00, 2023-08-17 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$154.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"01h 55m, 01h 55m, 00h 56m","VA800(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",3,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-16 06:20:00, 2023-08-16 09:30:00, 2023-08-16 08:40:00, 2023-08-16 15:50:00","2023-08-16 07:55:00, 2023-08-16 06:45:00, 2023-08-16 14:54:00, 2023-08-17 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$154.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"01h 35m, 01h 55m, 00h 56m","VA804(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",3,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-16 10:25:00, 2023-08-16 16:30:00","2023-08-16 07:00:00, 2023-08-17 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-16 19:30:00, 2023-08-17 10:55:00, 2023-08-17 16:30:00","2023-08-16 21:05:00, 2023-08-17 08:30:00, 2023-08-18 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 50m, 08h 00m","VA886(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-16 20:00:00, 2023-08-17 10:55:00, 2023-08-17 16:30:00","2023-08-16 21:35:00, 2023-08-17 08:30:00, 2023-08-18 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 20m, 08h 00m","VA888(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-17 10:25:00, 2023-08-17 16:30:00","2023-08-17 07:00:00, 2023-08-18 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-18 10:25:00, 2023-08-18 16:30:00","2023-08-18 07:00:00, 2023-08-19 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-20 07:00:00, 2023-08-20 10:55:00, 2023-08-20 16:30:00","2023-08-20 08:35:00, 2023-08-20 08:30:00, 2023-08-21 13:20:00","Economy, Economy, Economy","X, X, X",59800,$154.36,"01h 35m, 14h 35m, 11h 50m",2,"02h 20m, 08h 00m","VA808(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-22 19:00:00, 2023-08-23 10:55:00, 2023-08-23 16:30:00","2023-08-22 20:35:00, 2023-08-23 08:30:00, 2023-08-24 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"14h 20m, 08h 00m","VA882(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-22 19:30:00, 2023-08-23 10:55:00, 2023-08-23 16:30:00","2023-08-22 21:05:00, 2023-08-23 08:30:00, 2023-08-24 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 50m, 08h 00m","VA886(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-22 19:30:00, 2023-08-23 09:30:00, 2023-08-23 08:40:00, 2023-08-23 15:50:00","2023-08-22 21:05:00, 2023-08-23 06:45:00, 2023-08-23 14:54:00, 2023-08-24 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$158.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"12h 25m, 01h 55m, 00h 56m","VA886(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-22 20:00:00, 2023-08-23 09:30:00, 2023-08-23 08:40:00, 2023-08-23 15:50:00","2023-08-22 21:35:00, 2023-08-23 06:45:00, 2023-08-23 14:54:00, 2023-08-24 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$158.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"11h 55m, 01h 55m, 00h 56m","VA888(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",4,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-23 06:00:00, 2023-08-23 09:30:00, 2023-08-23 08:40:00, 2023-08-23 15:50:00","2023-08-23 07:35:00, 2023-08-23 06:45:00, 2023-08-23 14:54:00, 2023-08-24 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$154.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"01h 55m, 01h 55m, 00h 56m","VA800(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-LAX, LAX-ORD, ORD-FCO","2023-08-23 06:20:00, 2023-08-23 09:30:00, 2023-08-23 08:40:00, 2023-08-23 15:50:00","2023-08-23 07:55:00, 2023-08-23 06:45:00, 2023-08-23 14:54:00, 2023-08-24 07:55:00","Economy, Economy, Economy, Economy","X, X, X, X",59800,$154.36,"01h 35m, 14h 15m, 04h 14m, 09h 05m",3,"01h 35m, 01h 55m, 00h 56m","VA804(Virgin Australia), UA99(United Airlines), UA2039(United Airlines), UA970(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 757-300, Boeing 787-10",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-25 20:00:00, 2023-08-26 10:55:00, 2023-08-26 16:30:00","2023-08-25 21:35:00, 2023-08-26 08:30:00, 2023-08-27 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 20m, 08h 00m","VA888(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-08-25 21:30:00, 2023-08-26 10:55:00, 2023-08-26 16:30:00","2023-08-25 23:05:00, 2023-08-26 08:30:00, 2023-08-27 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"11h 50m, 08h 00m","VA898(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-26 10:25:00, 2023-08-26 16:30:00","2023-08-26 07:00:00, 2023-08-27 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",2,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-08-28 10:25:00, 2023-08-28 16:30:00","2023-08-28 07:00:00, 2023-08-29 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 35m, 11h 50m",1,09h 30m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",7,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2023-09-11 10:00:00, 2023-09-11 15:10:00, 2023-09-12 03:00:00","2023-09-11 11:35:00, 2023-09-11 23:00:00, 2023-09-12 07:05:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 13h 50m, 06h 05m",2,"03h 35m, 04h 00m","VA830(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-09-11 10:25:00, 2023-09-11 16:30:00","2023-09-11 07:05:00, 2023-09-12 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 40m, 11h 50m",1,09h 25m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2023-09-11 10:30:00, 2023-09-11 15:10:00, 2023-09-12 03:00:00","2023-09-11 12:05:00, 2023-09-11 23:00:00, 2023-09-12 07:05:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 13h 50m, 06h 05m",2,"03h 05m, 04h 00m","VA832(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 777-300ER, Boeing 777-300ER",5,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-09-11 19:30:00, 2023-09-12 10:55:00, 2023-09-12 16:30:00","2023-09-11 21:05:00, 2023-09-12 08:30:00, 2023-09-13 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 50m, 08h 00m","VA886(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-ADL, ADL-DOH, DOH-FCO","2023-09-11 19:50:00, 2023-09-12 11:40:00, 2023-09-13 02:10:00","2023-09-11 21:30:00, 2023-09-12 22:50:00, 2023-09-13 07:20:00","Economy, Economy, Economy","X, X, X",86800,$357.95,"02h 10m, 17h 40m, 06h 10m",3,"14h 10m, 03h 20m","VA442(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-09-11 20:00:00, 2023-09-12 10:55:00, 2023-09-12 16:30:00","2023-09-11 21:35:00, 2023-09-12 08:30:00, 2023-09-13 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 20m, 08h 00m","VA888(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",7,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-09-12 10:25:00, 2023-09-12 16:30:00","2023-09-12 07:05:00, 2023-09-13 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 40m, 11h 50m",1,09h 25m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",8,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-ADL, ADL-DOH, DOH-FCO","2023-09-12 19:50:00, 2023-09-13 11:40:00, 2023-09-14 02:10:00","2023-09-12 21:30:00, 2023-09-13 22:50:00, 2023-09-14 07:15:00","Economy, Economy, Economy","X, X, X",86800,$357.95,"02h 10m, 17h 40m, 06h 05m",3,"14h 10m, 03h 20m","VA442(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-ADL, ADL-DOH, DOH-FCO","2023-09-15 19:50:00, 2023-09-16 11:40:00, 2023-09-17 02:10:00","2023-09-15 21:30:00, 2023-09-16 22:50:00, 2023-09-17 07:20:00","Economy, Economy, Economy","X, X, X",86800,$357.95,"02h 10m, 17h 40m, 06h 10m",3,"14h 10m, 03h 20m","VA442(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-09-17 10:25:00, 2023-09-17 16:30:00","2023-09-17 07:05:00, 2023-09-18 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 40m, 11h 50m",1,09h 25m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",3,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-09-18 10:25:00, 2023-09-18 16:30:00","2023-09-18 07:05:00, 2023-09-19 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 40m, 11h 50m",1,09h 25m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2023-09-19 09:30:00, 2023-09-19 15:10:00, 2023-09-20 03:00:00","2023-09-19 11:05:00, 2023-09-19 23:00:00, 2023-09-20 07:05:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 13h 50m, 06h 05m",2,"04h 05m, 04h 00m","VA826(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-09-19 10:25:00, 2023-09-19 16:30:00","2023-09-19 07:05:00, 2023-09-20 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 40m, 11h 50m",1,09h 25m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-SFO, SFO-FCO","2023-09-20 20:00:00, 2023-09-21 10:55:00, 2023-09-21 16:30:00","2023-09-20 21:35:00, 2023-09-21 08:30:00, 2023-09-22 13:20:00","Economy, Economy, Economy","X, X, X",59800,$158.36,"01h 35m, 14h 35m, 11h 50m",2,"13h 20m, 08h 00m","VA888(Virgin Australia), UA61(United Airlines), UA507(United Airlines)","Boeing 737-800, Boeing 787-9, Boeing 777",4,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2023-09-21 09:30:00, 2023-09-21 15:10:00, 2023-09-22 03:00:00","2023-09-21 11:05:00, 2023-09-21 23:00:00, 2023-09-22 07:05:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 13h 50m, 06h 05m",2,"04h 05m, 04h 00m","VA826(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:01
SYD,FCO,"SYD-AUH, AUH-FCO","2023-09-22 15:05:00, 2023-09-23 03:00:00","2023-09-22 23:25:00, 2023-09-23 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:01
SYD,FCO,"SYD-AUH, AUH-FCO","2023-09-24 15:05:00, 2023-09-25 03:00:00","2023-09-24 23:25:00, 2023-09-25 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-SFO, SFO-FCO","2023-09-25 10:25:00, 2023-09-25 16:30:00","2023-09-25 07:05:00, 2023-09-26 13:20:00","Economy, Economy","X, X",59800,$133.38,"13h 40m, 11h 50m",1,09h 25m,"UA870(United Airlines), UA507(United Airlines)","Boeing 777-300ER, Boeing 777",9,Economy,VA,2023-08-11 22:46:01
SYD,FCO,"SYD-AUH, AUH-FCO","2023-09-27 15:05:00, 2023-09-28 03:00:00","2023-09-27 23:25:00, 2023-09-28 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-AUH, AUH-FCO","2023-09-29 15:05:00, 2023-09-30 03:00:00","2023-09-29 23:25:00, 2023-09-30 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:00
SYD,FCO,"SYD-AUH, AUH-FCO","2023-10-01 16:05:00, 2023-10-02 03:00:00","2023-10-01 23:25:00, 2023-10-02 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 787-9",9,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-AUH, AUH-FCO","2023-10-04 16:05:00, 2023-10-05 03:00:00","2023-10-04 23:25:00, 2023-10-05 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-DOH, DOH-FCO","2023-10-04 22:00:00, 2023-10-05 08:55:00","2023-10-05 04:55:00, 2023-10-05 14:05:00","Economy, Economy","X, X",75000,$323.59,"14h 55m, 06h 10m",1,04h 00m,"QR909(Qatar), QR131(Qatar)","Airbus A380-800, Airbus A350-900",3,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-DOH, DOH-FCO","2023-10-04 22:00:00, 2023-10-05 15:45:00","2023-10-05 04:55:00, 2023-10-05 20:50:00","Economy, Economy","X, X",75000,$323.59,"14h 55m, 06h 05m",1,10h 50m,"QR909(Qatar), QR113(Qatar)","Airbus A380-800, Airbus A350-900",3,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2023-10-05 10:00:00, 2023-10-05 16:10:00, 2023-10-06 03:00:00","2023-10-05 11:35:00, 2023-10-05 23:00:00, 2023-10-06 07:05:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 13h 50m, 06h 05m",2,"04h 35m, 04h 00m","VA830(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-MEL, MEL-DOH, DOH-FCO","2023-10-05 11:00:00, 2023-10-05 16:20:00, 2023-10-06 02:10:00","2023-10-05 12:35:00, 2023-10-05 22:50:00, 2023-10-06 07:20:00","Economy, Economy, Economy","X, X, X",82800,$345.8,"01h 35m, 14h 30m, 06h 10m",2,"03h 45m, 03h 20m","VA834(Virgin Australia), QR989(Qatar), QR115(Qatar)","Boeing 737-800, Boeing 777-300ER, Airbus A350-900",2,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-MEL, MEL-AUH, AUH-FCO","2023-10-05 11:00:00, 2023-10-05 16:10:00, 2023-10-06 03:00:00","2023-10-05 12:35:00, 2023-10-05 23:00:00, 2023-10-06 07:05:00","Economy, Economy, Economy","X, N, N",82800,$307.1,"01h 35m, 13h 50m, 06h 05m",2,"03h 35m, 04h 00m","VA834(Virgin Australia), EY463(Etihad Airways), EY85(Etihad Airways)","Boeing 737-800, Boeing 787-9, Boeing 777-300ER",4,Economy,VA,2023-08-11 22:46:05
SYD,FCO,"SYD-AUH, AUH-FCO","2023-10-06 16:05:00, 2023-10-07 03:00:00","2023-10-06 23:25:00, 2023-10-07 07:05:00","Economy, Economy","N, N",75000,$284.89,"14h 20m, 06h 05m",1,03h 35m,"EY451(Etihad Airways), EY85(Etihad Airways)","Boeing 787-9, Boeing 777-300ER",9,Economy,VA,2023-08-11 22:46:05
