Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points per Adult,Tax per Adult (AUD),Flight Duration(s),Transition Time,Aircraft Details,TimeStamp
SYD,HND,"SYD-TPE, TPE-KIX, ITM-HND","2024-05-30 22:10:00, 2024-05-31 09:00:00, 2024-05-31 20:15:00","2024-05-31 05:40:00, 2024-05-31 12:50:00, 2024-05-31 21:25:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 10m","03h 20m, 07h 25m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL138(Japan Airlines)",2023-06-07 17:18:45
SYD,HND,"SYD-TPE, TPE-KIX, KIX-HND","2024-05-30 22:10:00, 2024-05-31 09:00:00, 2024-05-31 21:10:00","2024-05-31 05:40:00, 2024-05-31 12:50:00, 2024-05-31 22:25:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 15m","03h 20m, 08h 20m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL228(Japan Airlines)",2023-06-07 17:18:45
SYD,HND,"SYD-TPE, TSA-HND","2024-05-30 22:10:00, 2024-05-31 14:20:00","2024-05-31 05:40:00, 2024-05-31 18:35:00",ACEECO,"X, T",50200,$193.5,"09h 30m, 03h 15m","08h 39m, 00h 00m","CI52(China Airlines Ltd.), JL98(Japan Airlines)",2023-06-07 17:18:45
SYD,HND,"SYD-TPE, TSA-HND","2024-05-30 22:10:00, 2024-05-31 14:20:00","2024-05-31 05:40:00, 2024-05-31 18:35:00",ACEPRM,"Z, U",102800,$193.5,"09h 30m, 03h 15m","08h 39m, 00h 00m","CI52(China Airlines Ltd.), JL98(Japan Airlines)",2023-06-07 17:18:45
SYD,HND,Direct flight,2024-05-31 08:15:00,2024-05-31 17:05:00,ACEBUS,U,90000,$102.75,09h 50m,00h 00m,JL52(Japan Airlines),2023-06-07 17:18:51
SYD,HND,Direct flight,2024-05-31 08:15:00,2024-05-31 17:05:00,ACEECO,T,37800,$102.75,09h 50m,00h 00m,JL52(Japan Airlines),2023-06-07 17:18:51
SYD,HND,Direct flight,2024-05-31 08:15:00,2024-05-31 17:05:00,ACEPRM,P,70800,$102.75,09h 50m,00h 00m,JL52(Japan Airlines),2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TPE-KIX, ITM-HND","2024-05-31 22:10:00, 2024-06-01 09:00:00, 2024-06-01 16:30:00","2024-06-01 05:40:00, 2024-06-01 12:50:00, 2024-06-01 17:50:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 19m","03h 20m, 03h 39m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL126(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TPE-KIX, ITM-HND","2024-05-31 22:10:00, 2024-06-01 09:00:00, 2024-06-01 18:30:00","2024-06-01 05:40:00, 2024-06-01 12:50:00, 2024-06-01 19:45:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 15m","03h 20m, 05h 40m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL130(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TPE-KIX, ITM-HND","2024-05-31 22:10:00, 2024-06-01 09:00:00, 2024-06-01 19:30:00","2024-06-01 05:40:00, 2024-06-01 12:50:00, 2024-06-01 20:40:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 10m","03h 20m, 06h 40m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL134(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TPE-KIX, ITM-HND","2024-05-31 22:10:00, 2024-06-01 09:00:00, 2024-06-01 20:10:00","2024-06-01 05:40:00, 2024-06-01 12:50:00, 2024-06-01 21:20:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 10m","03h 20m, 07h 19m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL138(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TPE-KIX, KIX-HND","2024-05-31 22:10:00, 2024-06-01 09:00:00, 2024-06-01 21:10:00","2024-06-01 05:40:00, 2024-06-01 12:50:00, 2024-06-01 22:25:00",ACEECO,"X, X, T",47800,$193,"09h 30m, 02h 50m, 01h 15m","03h 20m, 08h 20m, 00h 00m","CI52(China Airlines Ltd.), CI152(China Airlines Ltd.), JL228(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TSA-HND","2024-05-31 22:10:00, 2024-06-01 14:20:00","2024-06-01 05:40:00, 2024-06-01 18:35:00",ACEECO,"X, T",50200,$193.5,"09h 30m, 03h 15m","08h 39m, 00h 00m","CI52(China Airlines Ltd.), JL98(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,"SYD-TPE, TSA-HND","2024-05-31 22:10:00, 2024-06-01 14:20:00","2024-06-01 05:40:00, 2024-06-01 18:35:00",ACEPRM,"Z, U",102800,$193.5,"09h 30m, 03h 15m","08h 39m, 00h 00m","CI52(China Airlines Ltd.), JL98(Japan Airlines)",2023-06-07 17:18:51
SYD,HND,Direct flight,2024-06-01 08:15:00,2024-06-01 17:05:00,ACEPRM,P,70800,$102.75,09h 50m,00h 00m,JL52(Japan Airlines),2023-06-07 17:18:56
SYD,HND,Direct flight,2024-06-01 08:15:00,2024-06-01 17:05:00,ACEECO,T,37800,$102.75,09h 50m,00h 00m,JL52(Japan Airlines),2023-06-07 17:18:56
SYD,HND,Direct flight,2024-06-01 08:15:00,2024-06-01 17:05:00,ACEBUS,U,90000,$102.75,09h 50m,00h 00m,JL52(Japan Airlines),2023-06-07 17:18:56
