Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points Per Adult,Tax Per Adult,Flight Duration(s),StopOvers,Transition Time,Aircraft Details,Equipment,Remaining Seats,Designated Class,Source,TimeStamp
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-12 14:25:00, 2024-10-12 23:05:00","2024-10-12 20:15:00, 2024-10-13 00:10:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 04m",1,"02h 50m, 00h 00m","MH122(Malaysia Airlines), MH609(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:37
SYD,SIN,Direct flight,2024-10-12 16:10:00,2024-10-12 21:30:00,Economy,X,25200,$137.16,08h 20m,0,00h 00m,QF1(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:37
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-12 22:10:00, 2024-10-13 09:05:00","2024-10-13 04:00:00, 2024-10-13 10:15:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 10m",1,"05h 04m, 00h 00m","MH140(Malaysia Airlines), MH611(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:37
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-12 22:10:00, 2024-10-13 10:10:00","2024-10-13 04:00:00, 2024-10-13 11:25:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 15m",1,"06h 10m, 00h 00m","MH140(Malaysia Airlines), MH627(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:37
SYD,SIN,"SYD-PER, PER-SIN","2024-10-13 08:20:00, 2024-10-13 11:50:00","2024-10-13 10:20:00, 2024-10-13 17:20:00","Economy, Economy","X, X",25200,$166.05,"05h 00m, 05h 30m",1,"01h 30m, 00h 00m","QF643(Qantas Airways), QF71(Qantas Airways)",-,-,Economy,QF,2023-11-19 00:58:42
SYD,SIN,Direct flight,2024-10-13 11:25:00,2024-10-13 16:50:00,Economy,X,25200,$137.16,08h 24m,0,00h 00m,QF291(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:42
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-13 14:25:00, 2024-10-13 23:05:00","2024-10-13 20:15:00, 2024-10-14 00:10:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 04m",1,"02h 50m, 00h 00m","MH122(Malaysia Airlines), MH609(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:42
SYD,SIN,Direct flight,2024-10-13 16:10:00,2024-10-13 21:30:00,Economy,X,25200,$137.16,08h 20m,0,00h 00m,QF1(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:42
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-13 22:10:00, 2024-10-14 07:50:00","2024-10-14 04:00:00, 2024-10-14 09:05:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 15m",1,"03h 50m, 00h 00m","MH140(Malaysia Airlines), MH601(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:42
SYD,SIN,"SYD-PER, PER-SIN","2024-10-14 08:20:00, 2024-10-14 11:50:00","2024-10-14 10:20:00, 2024-10-14 17:20:00","Economy, Economy","X, X",25200,$166.05,"05h 00m, 05h 30m",1,"01h 30m, 00h 00m","QF643(Qantas Airways), QF71(Qantas Airways)",-,-,Economy,QF,2023-11-19 00:58:47
